DH_Mortos,DH_Desabrigados,DH_Desalojados,DM_Unidades Habitacionais Destruídas,DM_Instalações públicas de saúde Valor,DM_Instalações públicas de ensino Valor,pontuacao,prioridade
2.3253174120216475,760.7439503757776,1349.6284706369684,30.14395177447239,645365.5956453318,463049.4071575106,10,Alta
2.3248964662897227,718.1638411038957,1281.8252924290116,29.371416758972334,434313.5696573495,574791.988960481,9,Alta
2.0763992407499745,578.0321517367032,1139.6340509255206,16.291279886732607,537691.5591374653,510288.88051115203,9,Alta
3.7036405610128105,1386.3029475022536,1545.1977916828396,30.937093218874832,609608.0874270648,174288.84267955972,9,Media
3.0685976375841633,1031.2228354443116,982.7765715621399,11.484514126849446,438574.4179602611,299228.34678817185,9,Baixa
4.7245668634811855,1310.9355683841611,1918.6534749039392,28.202141598845493,572856.1340059759,217268.57571180136,10,Alta
1.1333273862480318,609.7000863147392,1882.9289966157917,25.344738567348415,464746.94141283433,679770.3755623112,9,Alta
2.9095831937837744,891.1107283791084,3228.5257760089407,13.417083719451185,480751.4537868311,556467.8291632184,10,Alta
2.17640772580926,1427.2529844860192,2561.807620206388,25.035089151109492,721492.1667132454,279553.4868491628,10,Alta
4.9256923517081646,462.578610217818,2355.8336225955927,27.525480152820283,461067.78519553755,378105.11010915966,10,Alta
3.761693403792571,1022.692250339391,1148.009650473602,28.82532085111235,772187.1323088368,179420.28544963786,9,Media
5.34215028432745,1114.7882373860425,1874.633864158435,25.315101393673483,466821.8453696006,264354.03325141437,10,Alta
2.473598967306747,318.29822643871626,1580.666486092714,27.0259042640984,706504.1115074645,301367.69240304286,10,Alta
1.7259930199011004,760.6526088123366,1426.2706240277223,20.960495127056504,515732.0590666872,614200.5561853294,9,Alta
1.5750508409536348,1547.4979291473173,2750.537570434288,15.210707066562964,627024.1617186266,377656.2340567003,10,Alta
4.095535671484232,1329.9604945639335,1673.9059062986025,25.006064431416725,246875.68761712214,434330.89547825756,9,Alta
3.5617856940922152,1391.9726061275524,2971.8895562364173,26.85836464847946,388289.9523747989,503470.0478311586,9,Alta
0.825977221939374,483.9425411217205,2854.9749068897104,16.609824279605757,741231.2141968065,457070.447958619,9,Alta
2.279044730656574,721.7407458480869,1708.256449179141,28.018299049721513,542798.8554433326,585150.4692712302,10,Alta
5.480795311199169,892.7775265422139,1632.4278200598694,17.589404982264384,787879.3025948702,708292.3001985344,9,Media
1.141127619713587,506.2697900743203,1658.2424242951206,22.75347598801371,612832.0597359415,564451.8399007954,9,Alta
4.935177002053262,840.4829761311943,1874.944096881625,14.94073714753153,590892.9675969025,724968.1842945252,9,Media
4.9910254656974224,1368.702390283159,1532.6163024491448,21.107242877889774,705545.931607276,531425.7659876808,9,Alta
3.1647508118730014,748.8092858269712,1574.9111291145302,28.920695479877477,526051.3477400306,641817.2207788177,10,Alta
4.340809120931034,688.5394411568009,1602.7396032233855,24.54878191528627,206001.6964428821,827903.300675073,9,Alta
3.4355068215329294,1206.1499162817533,1660.452262815109,31.691334531820832,292017.38190044934,661862.713052162,9,Alta
0.8335879031615031,929.6797103382742,2859.21508503665,22.57158336519255,382585.23880896956,373386.2923101419,10,Alta
0.9235932583042596,860.4431336817413,3277.9100931234866,20.37639704337208,650798.7869418373,308710.70974624617,9,Alta
5.093113658795014,1469.5059634941254,2478.72257495444,15.380976402888813,205727.23881484938,813078.0029815513,10,Alta
2.9016155084024864,685.3276093826559,1563.1592332109915,12.855463496447385,459797.75057557947,615126.1381177094,9,Alta
5.469587885030598,1307.1219729631598,1545.147932956444,20.840979247777117,634328.3028058496,635645.8612339075,9,Alta
2.660694991845274,694.2178926499298,2253.727841064773,16.57005707384863,682903.086446173,473976.8405344444,9,Alta
5.18522232517905,805.9631447839191,2388.384370922953,17.47856482874771,698762.7474636389,753592.543300683,10,Baixa
1.511100220779419,335.27129209631835,1900.6100373029178,16.429679779286065,692795.6920544342,425647.27262187575,9,Alta
4.273683641677609,1384.4281222694412,1989.6276669355934,27.881078036770823,456347.1706427886,363782.6039328979,9,Alta
5.206553743022448,929.84423863668,1656.7093155367338,12.015981788526968,700321.9715240019,825128.4870766272,9,Media
4.4659616923311205,1604.2761368951628,2664.290745864886,20.09972544646089,517273.01581380074,428760.93698046985,9,Alta
1.205962075778698,698.2605852430479,1942.4102995446647,25.71418297273123,427943.09553322603,557057.8892006611,9,Alta
3.7070501287138966,486.85967642565447,2314.733401083317,13.014258279246642,620095.2967315502,503322.2599169568,9,Alta
1.401638910648539,431.60285320272806,1984.3327375885585,25.290342506116694,449613.6138265882,657348.7503243578,9,Alta
5.2693067592103215,486.3497313700686,2265.3537557570603,30.184707216721616,507773.40822837554,304882.12405287335,10,Alta
4.1200386181166655,1026.6379481522745,2124.62936587462,16.471683201242815,731089.5177752235,467594.17492555897,10,Alta
2.0207505650032784,1036.0507071576692,1050.581258776301,21.690579642250604,776649.0058157346,469308.44387765264,9,Alta
3.8515583185017186,1031.4054224250701,1835.467652058935,17.3245950532953,291826.0785102811,150369.84005608052,9,Alta
1.3463286782350612,1314.5379403663148,1415.0412730808625,29.639537693420426,173399.7455732972,436139.3518397201,9,Baixa
4.929586791411128,1383.4298812241243,2709.497126143067,11.879237885421986,379993.17309986707,748773.5326545861,10,Alta
4.817917989219511,1041.8799682503798,2399.955092116342,18.46234026250814,697590.0018544439,401486.06791179674,10,Alta
5.303980390247855,960.0534556880755,1596.9044987351006,16.680551663889744,160536.25757201918,223070.3817646261,9,Alta
3.9765415243306017,665.5319942697031,1310.7542799007058,11.528894018858658,515003.5049875334,264783.46027374035,9,Baixa
1.0446738538552514,573.9063892907277,2026.6985277580802,20.332440544241756,460614.36562894017,619639.201723638,9,Alta
2.9833923470144645,1255.790226297149,1663.2399095401413,24.10534250804787,244488.5568498519,772294.8905112011,9,Alta
4.767176614939939,1152.2756868409933,2715.5134826060926,24.857449416354157,480242.76312561904,443814.76686143276,9,Alta
4.914291395179685,1347.0360045312439,1839.5733537353074,28.666854018144356,271811.8277795957,625497.5515809704,9,Alta
1.4689612879505929,1039.887515024428,2827.7582769387122,23.863008447421123,472702.19979312044,409422.4421009709,10,Alta
5.170515793285459,1536.7912322094965,1460.925322427487,21.365290373801393,622110.4871441504,535244.3565123499,9,Alta
5.6042742665927054,1100.4828970750925,1469.6845155078954,29.566195776531497,251366.30087678708,603379.8906529112,9,Alta
3.555374065964553,835.5350403491192,2962.651540173618,17.946761990843136,800949.8087638959,237661.38131155528,9,Alta
5.317095251052763,1435.8267041876047,2324.060226657472,14.82567236612819,275586.9248248583,830970.4756292092,10,Alta
3.94980871169836,440.37329181404726,2584.241435953388,16.833988108844387,518436.2510330527,326962.5997885689,9,Alta
2.2429716372547435,727.4597364652819,1513.798697449301,16.54351167200011,552060.3688496668,600534.290091124,9,Alta
3.1687822660944622,830.0398020009521,1502.9157296385629,23.705082656284624,662629.0913862537,805783.1626511276,10,Alta
2.7769707224871136,814.4938198705188,1314.8268839395232,13.473721229304333,481284.2657916241,201865.0754048238,9,Baixa
1.9428367103790865,1092.3599111323454,2224.7318858079575,19.666604236054614,187860.8683108588,748907.5078808831,9,Alta
1.8098495970973558,1181.8928391697357,1333.6296143138256,25.752018270147488,186182.21465229124,205545.18954191238,9,Alta
4.063924810492186,1240.0065077615538,2665.582886679966,28.506685342799173,422547.68706186186,486929.35184329946,9,Alta
1.5445270401905171,1112.2365275606185,2715.908907245989,15.143244915971797,257076.2796268955,717628.6805838584,9,Alta
1.6731926639305768,910.7639988008718,2496.7978925231955,15.634622809316657,277562.15878796554,637365.3209422381,9,Alta
4.777155897871672,1351.9900692205326,1653.6045504099563,26.876508029858513,433258.4940705014,380388.0856795039,10,Alta
2.2108623944233425,576.60069801833,2485.8059389754453,16.34061733247776,744496.5159320448,460659.8525036331,9,Alta
1.2379865723904173,745.1474482907385,1570.3006994458856,24.183337286895245,533871.9165905318,471606.5660253973,9,Alta
3.942329732580305,857.7882092090267,2104.9170887630703,21.65430219513668,646532.1307194077,650338.4462388421,10,Alta
3.6187553300392583,1539.8978490359789,2262.1756948154944,28.539053913902116,549404.1256068932,516666.3452839271,9,Alta
0.7785278077621764,711.9904450287173,3147.720739451237,21.099016471039974,782463.5237912297,495670.4193865591,9,Alta
1.6446162238910684,666.6122407039729,2347.0045470937175,18.873491383591194,617654.1299344405,551965.6754639115,9,Alta
4.104742429006545,1128.9834724966704,2004.1550722929244,19.578653068349464,481174.6399188354,653722.3876440234,10,Alta
3.9154224155938175,1445.4431945261013,2223.7738243095177,12.58747804501309,184050.96353102557,347848.869400739,10,Alta
3.3830756256911023,1120.4094578469321,2750.3551359049243,13.708393105254439,345023.3953044667,716724.1326221318,10,Alta
4.216260959123662,531.2778660271282,2283.738871481032,16.996524663894228,753928.4231811012,576095.1275049513,9,Alta
0.17257387412188308,434.6260027832456,2130.4797768346743,22.203524404022463,409791.6824121409,619682.5941878798,9,Alta
4.483211135377417,833.4885988514965,2161.9830188210926,14.950291890929382,280880.07787560194,693301.9218274618,9,Alta
1.9068124940601856,480.1542038148977,2281.4684005452627,14.861236219661698,781387.4445675422,507584.2928017098,9,Alta
1.976887029218849,578.9482977038772,2262.4087345050816,19.231771900937787,739401.7907981072,575508.9431897022,9,Alta
2.5307010035342694,759.2326398936817,953.0044591969004,14.926574714462312,495725.7920530219,505578.2103833209,9,Alta
2.701958433515265,1117.8348841962559,2779.821778571194,19.13646004171107,383794.6457320141,732856.517473709,9,Alta
4.4654806610599405,743.1511882300896,2819.271458530906,25.26509485105811,635641.3069516843,369450.9352856029,9,Alta
1.1145993882666718,866.6178290592793,1814.119599046192,18.763886570425736,443219.37448675674,267852.0430517533,9,Alta
5.18595069987184,778.4536571965634,2298.677724048742,14.57991526559267,640604.918606075,828087.1340987224,10,Baixa
1.975346704732067,750.7826013754186,1463.866965890771,16.963761681507,336305.32456698245,229153.252993547,9,Alta
4.6696056262391075,793.0711001894061,3124.6369000603863,14.707732945231514,687568.9785992324,251290.06902998977,9,Alta
3.1548965320963527,1088.539056425513,1805.0584029322151,21.814734874687588,695064.7523776403,480248.83837093465,10,Alta
5.108865702626029,1045.7215387826732,1387.0919320359146,31.534804735596502,647496.754079611,228356.61103060626,9,Media
1.546223584193835,814.1221413807145,2252.298558150045,14.181784234068283,684528.982409116,561734.4029847368,9,Alta
4.203769413624435,1113.1260094475222,1065.7886389769199,29.33559405103249,736787.4356434738,262466.692502827,9,Media
4.673584540245374,713.5610952437262,1884.4745643023239,30.275412235525792,516887.3018631487,419117.0408868847,10,Alta
1.7975052797532434,660.1163681887376,1698.4106157840765,25.39855589948264,679556.8149061438,434781.2461667741,10,Alta
2.0905486854161843,564.7042180169326,2170.694141071794,29.119456768496118,383512.9979775172,647442.8334020376,9,Alta
1.644310790834406,578.9767974048126,3243.8084344869058,19.226356901243687,719216.582659119,349941.18381323107,9,Alta
2.85484282723571,752.605358959315,1427.65812196546,30.107462359447048,569880.7357028804,692629.0284190887,10,Alta
3.8914430561631628,494.40247686628373,3395.376387656892,11.971529955467862,784181.3859043027,285250.3465811417,9,Alta
3.24486049161221,559.2318162287137,1498.1410011900796,25.88572010571136,565118.4380457653,391730.81775472115,10,Alta
3.5164893699476076,1287.8898057802087,3144.568678513512,12.444645365527627,398608.9237439447,612084.1234943103,10,Alta
4.640206245572869,1553.8180209524487,1356.7568942338332,29.02820146846134,161899.786651888,402784.85900301556,9,Alta
4.671485662947302,1096.2436107763783,1956.7370012653898,26.39994050649311,329820.13382970484,777087.040292017,9,Alta
4.139856775515133,1626.6322892533067,1988.2664411403143,15.478982503135208,325748.3465621227,322358.08738727344,10,Alta
5.414901070900648,798.3043715489787,2834.4938818013125,14.213357028510558,640227.4439324824,695733.879678614,10,Baixa
2.9433785693381305,1499.6202556766143,2550.722389731881,18.317550778751425,697393.8492285387,394242.94874624984,10,Alta
4.134324314681988,1343.0876965130533,1409.5826222809546,31.194899402390185,193591.76078517153,452205.0097180794,9,Alta
2.391370678492895,865.8456638058716,2562.555433852493,18.238178784372003,282232.10074688104,685589.8099983111,9,Alta
5.477852152177379,1511.3586345420113,2736.4160328405733,17.924004908102972,353485.2975800041,698763.5572498743,10,Alta
2.5749908854464123,826.8267335485074,1110.384453830511,19.13371134478629,482101.82186909736,457689.449341594,9,Alta
4.806064074683719,1329.9312010407862,1887.7582974838306,34.15737136683206,316048.3275532086,346804.7552975163,10,Alta
4.122356180305028,1039.5137891856182,1980.0989428695868,28.840759997588577,331220.91700528684,691795.0862384412,9,Alta
1.7303577724320873,1267.2919729260466,1283.7317999282473,25.874007631390448,227525.33968087484,294977.97211236315,9,Alta
2.1249414128251893,864.4282982422648,1205.3244207322311,17.75998224783583,724908.630076677,362513.9380890132,9,Alta
3.8581489187458278,1356.3477038728051,2224.6239313020837,26.402333634283984,684907.3850274517,436608.1793733749,10,Alta
2.9078080694413773,1188.5013063936676,1962.7869550388975,29.575073447573477,222629.87800345581,430544.5162097714,9,Baixa
3.445905163392,600.5861629554145,2868.4774417506537,15.817059320498396,628710.9040459894,282957.3627600629,9,Alta
5.784798052261041,886.9221093237621,1967.1915600540349,19.800481779494547,682480.3643374325,773456.8720401252,9,Media
1.950624051615165,1318.2927158281946,1856.4540701081773,25.576966495619168,291321.80173944624,762168.4247186384,9,Alta
3.6851192027705406,623.3257816978946,2558.913454478302,11.385716874530043,662606.9980326112,534807.3233047862,9,Alta
4.837528900281143,1024.743478050708,1520.0772030162225,16.358294997251694,770075.5323112876,721317.4442780794,9,Media
5.1355438345309965,1234.7021032649095,2176.846939517304,21.23960317699683,722066.8693026674,230397.60414906053,9,Alta
2.057336887514106,904.0879577211695,814.3532803738096,20.06200763354356,746204.0164710019,204973.4857299182,9,Alta
2.19686365698864,714.4169222525425,1419.4584231880137,21.348680480690668,580115.0724797015,632214.0727897076,9,Alta
0.9015099447388224,1157.709985586649,2465.225804113842,18.1235543173639,408065.3318517074,394377.6353402348,10,Alta
2.516567953899311,659.6032857702437,1081.0188651115714,28.55372709652477,686682.0513363096,323806.1596037316,10,Alta
3.3724305256822102,807.8822088411044,606.0832472025571,14.40503636246629,591278.8265900266,223291.2426012746,9,Baixa
1.84412185987598,1338.0491656694314,1001.4865308382234,28.057470213093925,397137.79304402816,597855.3884742095,9,Baixa
4.453479277308053,1229.652349065715,1607.3491693534352,32.906100519051165,762795.5106979824,212056.83020058388,9,Media
6.113484792562947,852.5732039562545,1629.312393047929,16.50571188293428,747438.9600826867,816823.2869612616,9,Media
2.6375699852991925,447.8365343178309,1429.079675069308,28.390030316218613,555323.4460093707,616444.4167062376,10,Alta
5.901870943883621,937.0977523202762,1772.080192151401,27.348488659663104,242191.5718870054,755374.3218527779,9,Alta
0.6859022473933025,249.83644469111488,1970.9284454284686,23.5629201218755,428940.00314661936,598401.148429917,9,Alta
4.759209859618852,698.3241913855431,2669.219470361606,15.055806919184567,681146.7243334791,196544.86173561143,9,Alta
3.7061104970519105,941.1217814774841,2478.8515539484547,21.65623005804906,690543.1177473952,610224.9883469713,10,Alta
5.412173129102303,1344.708757552872,2278.7867612614373,26.179217489185657,554960.243400968,246542.27591953144,10,Alta
1.0967005025360028,1092.8485838072781,1570.2296513090607,20.07976881608525,327072.0717187253,537008.1326928366,9,Alta
3.0389556222111844,1508.4229643894637,1890.0426323710603,16.424974288012365,270491.3292115152,410562.6301543718,10,Alta
2.0311844872962372,632.0136145144384,3053.541419932723,19.777829112844145,708783.4437440886,454599.30135553546,9,Alta
0.517958259222393,650.2677709633074,908.4528061330479,18.75004617029803,451642.5362514172,523650.51693656534,9,Alta
1.316546426107744,1021.6989426111364,2276.1704001841076,22.435600999369797,309834.89643224486,690437.7006483119,9,Alta
1.6557758687910686,1270.6036751932227,1472.6122487756904,31.00343089773832,367628.46772146574,562241.7863854858,9,Baixa
6.362626737824678,1122.8963015975867,1864.4924147181787,13.228890952921784,691679.6822780061,737722.3450167977,9,Media
4.325098064874322,705.8563913783372,1979.8565022939194,14.647264389379634,710752.3417760292,803793.0119883927,9,Media
4.095952453734253,870.6670895848935,2038.0888227923442,20.946577609553326,656717.3721224039,572842.543143356,10,Alta
4.3953767152105225,1568.2449822250392,1147.049922086032,20.828436012527632,691584.4449966396,637815.7425490918,9,Alta
3.4876742678905392,1423.0387690023529,2722.821896691452,25.48722145360983,531563.8491178291,502136.97516484547,9,Alta
3.138995223723521,1033.4556750887498,1752.0158425011136,19.356656368672933,732281.7877963125,396889.19691361825,10,Alta
3.1696620605701473,659.3911408124442,1682.6757626627505,26.99024763596623,489128.4618011919,544276.1517960064,10,Alta
4.9132117648987785,1186.5799440388164,2610.9589929388894,12.5935471994325,165031.84522303956,745816.1886008873,9,Alta
4.390960363923889,979.8334118854729,2511.5849578504635,11.536794502552354,220056.80652880226,571987.8691725165,9,Alta
5.4700648665865526,641.7801956513523,2334.9510234295403,16.981745458456288,610122.8596246247,769183.9976155163,10,Baixa
4.526867149869726,828.5292228728148,2073.3823348983206,15.69746629053389,646486.6617670269,570426.6933687171,9,Alta
5.219214842531026,1523.3926754079923,2978.7047893290783,14.336405683336489,365028.52896850987,881758.0454043117,10,Alta
2.6301976904207267,833.4012620215958,1751.619983958477,29.032078852471436,504232.1436564267,564109.6503795327,9,Alta
1.8121200039532552,1295.7850806628646,1737.6270782311842,23.958564146862532,326992.6452188993,319052.46708752366,9,Alta
1.1735414760721885,511.26440406340146,2735.593219426546,18.778456922253216,728357.3741932337,469430.0272102774,9,Alta
2.8141982555511116,1510.0588657889048,2191.285708476005,28.110702833437458,698807.2848114227,150275.42234287155,10,Alta
4.1885690254512475,335.67755777444825,2681.7542816381206,14.486146141907781,537988.7533522977,783972.0552827286,10,Baixa
2.118025218563698,474.91896244985946,1648.8654100740878,25.99330761370328,468264.6143776186,634604.5840465504,9,Alta
3.0854198495850373,783.4768018707479,1177.003731811767,13.83602460932298,580864.6776773211,372673.53160340665,9,Baixa
2.983745731830818,1119.0157784557423,2279.275941530869,26.516596095823783,562574.3772731818,419284.2801178561,9,Alta
2.201265446008446,826.5264964286524,1298.4828882582297,16.212891098873452,453628.5517891035,302249.26844570605,9,Alta
4.760058512693219,517.3434654004378,2072.191231177164,23.12850670768207,363392.9623577993,736529.0161355023,9,Alta
4.889956172993672,1460.536547121324,1591.5161628150054,20.544551374035223,526888.5754918955,492665.43866365,9,Alta
3.484734742446528,576.8106384005594,2222.1197839336623,24.280464105552063,302676.97407128196,745818.4256701252,9,Alta
2.866630116025714,1539.1272180820336,2426.4977097038304,24.624036379821188,604474.456631488,410550.8650765284,10,Alta
1.9263359636250934,1067.1574593145733,1592.1447175119308,26.07022217333473,224754.90216877512,288413.2596881216,9,Alta
2.5294876266009276,1046.3398381110019,1225.3805335907832,33.19206507756584,195038.89715684197,623704.16611538,9,Baixa
3.0574191231185264,852.4014539953708,1833.3183046271397,26.561191033534435,346537.5973955743,605314.7047061544,9,Alta
3.3819041068912696,1349.3336461519052,1803.7889914240172,15.638531155177239,164929.0780711979,426309.14761726814,10,Alta
2.4335958995510545,706.7447124007878,1821.1997844994073,29.094070378342334,507316.5356011472,671529.0495687267,9,Alta
5.347286677849441,1065.656454036711,2093.520315132795,29.54245372711411,234998.73284243047,641705.4092605055,9,Alta
2.0576556341645476,1343.5174679838485,1526.168880180565,30.12639100508297,214002.444999197,515640.31600066874,9,Baixa
1.510462181813387,948.2535452352604,2696.2386288080716,21.880375338235165,421885.7365146489,440905.62904269673,10,Alta
3.6005560904713514,297.28869539872056,1793.1549062479853,23.47468171530267,681454.6855950116,702231.5623457202,10,Alta
3.7968153812703456,761.1003261881228,2063.864530335423,25.003852207230654,236924.53420003946,838639.3718718475,9,Alta
3.5154231680670445,983.386811583881,2135.4722962724913,18.2543169580445,643133.2426304923,676423.6529692336,10,Alta
4.993606658874768,727.709447640477,2027.97561074012,23.77903189392534,632292.4154180193,427208.83431245544,10,Alta
2.288870038177377,699.9863487804373,1951.8773728414037,18.06043098670076,874190.1443369273,647163.6967261224,9,Alta
1.9432850910205197,1053.4675923642535,1255.975009476282,26.790949442374842,249506.9952776326,208640.98511765842,9,Alta
2.4679095805180977,874.449023400751,844.9011276519233,16.798064841914435,508519.1236608719,398175.231807237,9,Baixa
4.087569944309889,727.0563873365857,2210.6449409302722,13.494670476701108,726692.1350099915,421152.0165293297,9,Alta
1.9053213183204567,1243.7028730260486,1738.163887779689,26.953187026315856,243900.06301517194,709373.6909647607,9,Alta
1.8253353814806847,804.6711150890438,943.8096795584012,20.10260257008998,746938.6475167855,265263.64114478114,9,Alta
5.458201552866381,1435.7658823752263,1569.3511390823646,21.33115876464848,551869.8022194013,671189.4435048585,9,Alta
2.487417630618287,1299.0476631320475,1875.080158108161,27.99022622954873,130823.63779269683,167433.24559694884,9,Alta
0.0,646.1960278714358,2659.206940747271,18.693846163747384,468134.0988596618,806105.5722165238,9,Alta
2.89632768914886,720.7018627711761,1184.8519355437693,15.576678408975473,401272.16578159726,503117.8949507133,9,Alta
5.322603502008352,638.5947861496464,1694.3291892014488,25.209058721183574,441971.53078748396,449042.91647202795,10,Alta
1.3668888377582082,1015.6084724779079,2754.4100754110054,22.73720196785252,389972.9147118167,489098.20897436317,10,Alta
2.799768517817649,1294.0786758706001,1714.9066951054012,28.165430888161424,366888.6393181259,707229.5946848984,9,Alta
3.650140816628049,526.0673827460723,2347.5355789329515,26.39938786982904,320766.85013033875,608987.048942143,9,Alta
3.739364054116952,1002.2917774583652,2135.570027245675,22.4081829420811,430838.7176478951,627705.070675763,10,Alta
4.860584400300894,1546.4198137869073,1727.146892754463,14.073083595995541,210838.21526158258,334174.687677116,10,Alta
0.6010032281095834,815.6978428136313,2874.9063650904363,20.531476027505512,402412.42634665145,736812.3166576644,9,Alta
3.7589698839883643,565.0196753110843,1809.2632477461577,29.06727286619228,559649.2552028983,492992.8759802616,10,Alta
3.0180680087993643,1191.165921656477,1398.5629884270809,26.547422149611773,215999.21921964549,753276.2360408359,9,Alta
4.527176867446007,672.8802183816906,2876.758682819102,14.574584349899403,587929.3182879335,763175.2290494861,10,Baixa
2.760764602663393,486.5614410114975,2443.322536025606,16.730787258540833,743589.261519667,352654.6928464215,9,Alta
1.3505276732108444,974.1542029148981,2500.2224023410267,20.778405353855785,581902.6780368676,361795.6623790297,9,Alta
2.571510420606627,1156.4853729660567,918.5979281306807,18.154505419731912,471528.0820283581,716216.0680165548,10,Alta
5.263734523826527,1345.405812784107,2212.785949947476,16.898167336275314,575938.8863042658,432607.4883424941,9,Alta
5.043505802666548,727.0812440850615,2416.1192338329124,26.421821848498986,392572.0167648872,372731.42460509145,10,Alta
5.1474807891380125,1672.4170286976198,2422.3278655703175,13.925956245622578,300372.96058968495,754475.8547456671,10,Alta
3.8017260469193865,1302.3422793005666,2700.458390403023,27.63934178191452,460410.3728014376,389169.0430231835,9,Alta
2.354339771207819,716.5595620518584,1317.2213179716514,18.21744259550524,353650.1307304031,620024.5914520355,9,Alta
0.6488762018366043,795.9741643862968,2868.008346808453,17.757466862367963,476563.6404481623,733717.7572535095,9,Alta
3.7108003287313434,914.2128713457164,2697.5692634305537,14.663896845046338,321836.7082052621,782075.0576682611,10,Alta
3.280273418978503,1075.8509885552057,1538.1986239715634,31.44675119014085,637423.542292566,275191.8770377557,9,Media
2.8852534295023693,640.5935593988611,1491.000679145699,17.267968776396252,640215.5629791613,595723.433639878,9,Alta
2.1700339243085454,1402.0536575535264,2063.569578841255,20.90266197723322,537036.9147875902,174707.7608796662,9,Alta
1.6787266327469652,624.3279912839763,1404.0565800524412,22.56701734460952,612954.084758948,361922.66349617834,10,Alta
0.0,685.4836422146195,1177.3277602954824,14.2546939295132,480901.41040757886,370066.7382209697,9,Alta
0.9929683037336388,1224.9902419512732,1386.2060015893653,28.175091135102218,305156.39202854154,488478.08484810765,9,Baixa
1.8084197738024697,1061.4058283448644,1936.357195251344,23.042515517304892,389144.5230615139,798180.5167153265,9,Alta
1.7431965591587502,769.7633701144387,988.6248967309336,19.265863657388014,658059.3853728796,200668.73419497322,9,Alta
5.0633866790235444,1238.2451701438604,2289.3249166701653,26.104325077848888,546097.1050810022,280031.698270881,10,Alta
5.925453667807012,552.9146279285387,2589.870589749752,16.75778001874788,581175.059526427,749591.5799916122,10,Baixa
1.289398827201894,685.5970244983604,2386.2965598963333,25.26159240275871,450489.4955003109,612278.0504598675,9,Alta
0.930723963300966,541.8258871691031,874.5399394636131,16.01640050216357,448100.4076413824,365330.4516368797,9,Alta
2.6550544073592945,794.0343697036973,766.5308605335567,19.956983808216012,764198.0588674219,316644.42856052594,9,Alta
2.081100362712632,839.8352231027467,1549.9167316522849,13.821634600826112,368271.2764161271,125686.72646844637,9,Alta
4.861158965031705,1092.922561761838,1293.3701045882144,28.728394151560675,547405.8712051783,197530.9770036304,9,Media
1.6382009858881876,572.7705486477744,2236.027397416177,14.601299543204036,770845.9991061311,504461.89581832977,9,Alta
4.382118674695648,623.7263789498244,2085.9047892993344,25.743197982056543,548083.8340202089,321877.4185190307,10,Alta
2.9231766030832276,525.3236061960183,2254.9063315478097,22.9565958527257,327070.4055257245,783196.8626231289,9,Alta
